Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
3866203,SDGSUICIDE,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS25-34,,,,,7.7,7.67,,,,2021-07-06T14:14:18Z,2019,2019-01-01,2019-12-31
3866865,SDGSUICIDE,COUNTRY,CIV,AFR,Africa,YEAR,2011,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.5 [8.1-19.2],13.45041,8.05035,19.18399,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
3867545,SDGSUICIDE,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2006,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.9 [2.0-3.9],2.94306,1.97116,3.892,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
3867906,SDGSUICIDE,COUNTRY,NLD,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS30-49,,,,,7.9,7.93,,,,2021-07-16T09:31:31Z,2019,2019-01-01,2019-12-31
3867992,SDGSUICIDE,COUNTRY,RUS,EUR,Europe,YEAR,2013,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.1 [10.7-11.5],11.13543,10.65775,11.46418,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
3868457,SDGSUICIDE,COUNTRY,NIC,AMR,Americas,YEAR,2004,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.6 [7.0-11.9],9.60909,7.00834,11.89174,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
3868658,SDGSUICIDE,COUNTRY,ESP,EUR,Europe,YEAR,2011,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.4 [2.9-3.8],3.38951,2.92248,3.7995,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
3868957,SDGSUICIDE,COUNTRY,MEX,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS55-64,,,,,5.1,5.14,,,,2021-07-06T14:15:25Z,2019,2019-01-01,2019-12-31
3871261,SDGSUICIDE,COUNTRY,URY,AMR,Americas,YEAR,2003,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.1 [6.2-8.3],7.12885,6.20515,8.28893,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
3871892,SDGSUICIDE,COUNTRY,HRV,EUR,Europe,YEAR,2016,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,16.2 [14.5-18.7],16.18941,14.51607,18.65425,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
3872378,SDGSUICIDE,COUNTRY,SUR,AMR,Americas,YEAR,2001,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,34.7 [25.9-44.4],34.72083,25.93311,44.37839,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3872433,SDGSUICIDE,COUNTRY,SWE,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS15-29,,,,,19.8,19.82,,,,2021-07-16T09:22:30Z,2019,2019-01-01,2019-12-31
3873247,SDGSUICIDE,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2001,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.8 [3.2-10.5],5.76235,3.24401,10.48581,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3873592,SDGSUICIDE,COUNTRY,MDG,AFR,Africa,YEAR,2006,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.2 [3.7-9.6],6.17696,3.71697,9.59175,,2025-01-10T10:52:31Z,2006,2006-01-01,2006-12-31
3873832,SDGSUICIDE,COUNTRY,KGZ,EUR,Europe,YEAR,2001,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,22.2 [19.2-25.2],22.16781,19.17055,25.21273,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3874284,SDGSUICIDE,COUNTRY,RWA,AFR,Africa,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS65-74,,,,,50.5,50.46,,,,2021-07-06T14:15:48Z,2019,2019-01-01,2019-12-31
3874313,SDGSUICIDE,COUNTRY,PAN,AMR,Americas,YEAR,2015,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.8 [2.4-3.2],2.75822,2.35606,3.21707,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
3874444,SDGSUICIDE,COUNTRY,LBR,AFR,Africa,YEAR,2005,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.5 [3.8-10.2],6.45485,3.78828,10.19147,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
3876907,SDGSUICIDE,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,2007,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.7 [0.6-0.9],0.73667,0.60825,0.88228,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
3877312,SDGSUICIDE,COUNTRY,JPN,WPR,Western Pacific,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,13.2,13.22,,,,2021-07-06T14:16:01Z,2019,2019-01-01,2019-12-31
3877347,SDGSUICIDE,COUNTRY,PRK,SEAR,South-East Asia,YEAR,2016,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.7 [5.9-19.0],10.69523,5.85455,18.99452,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
3877618,SDGSUICIDE,COUNTRY,GMB,AFR,Africa,YEAR,2007,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.6 [2.6-8.2],4.63742,2.55368,8.23992,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
3877677,SDGSUICIDE,GLOBAL,GLOBAL,,,YEAR,2001,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.5 [5.9-10.1],8.45419,5.91305,10.10664,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3879014,SDGSUICIDE,COUNTRY,LUX,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,18.2,18.24,,,,2021-07-06T14:15:03Z,2019,2019-01-01,2019-12-31
3879069,SDGSUICIDE,COUNTRY,KIR,WPR,Western Pacific,YEAR,2003,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,18.2 [11.8-26.0],18.22001,11.79043,26.01773,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
3879810,SDGSUICIDE,COUNTRY,KGZ,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS15-29,,,,,9.1,9.08,,,,2021-07-16T09:22:24Z,2019,2019-01-01,2019-12-31
3879963,SDGSUICIDE,COUNTRY,BLZ,AMR,Americas,YEAR,2014,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.0 [8.4-12.1],9.95304,8.36409,12.05451,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
3880142,SDGSUICIDE,COUNTRY,CPV,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS65-74,,,,,14.9,14.86,,,,2021-07-06T14:15:38Z,2019,2019-01-01,2019-12-31
3881065,SDGSUICIDE,COUNTRY,SRB,EUR,Europe,YEAR,2010,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,18.6 [15.6-22.9],18.58695,15.5677,22.88414,,2025-01-10T10:52:31Z,2010,2010-01-01,2010-12-31
3881474,SDGSUICIDE,COUNTRY,PRT,EUR,Europe,YEAR,2012,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,22.2 [19.6-25.0],22.17664,19.57246,25.04276,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
3883027,SDGSUICIDE,COUNTRY,IND,SEAR,South-East Asia,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,14.6,14.55,,,,2021-07-16T09:25:56Z,2019,2019-01-01,2019-12-31
3883112,SDGSUICIDE,COUNTRY,MYS,WPR,Western Pacific,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.2 [5.4-11.1],8.15055,5.44859,11.05626,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
3883293,SDGSUICIDE,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2001,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.7 [3.9-11.1],6.65074,3.85558,11.10702,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3883388,SDGSUICIDE,COUNTRY,COG,AFR,Africa,YEAR,2020,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.8 [5.8-14.9],9.83097,5.80988,14.86907,,2025-01-10T10:52:31Z,2020,2020-01-01,2020-12-31
3883947,SDGSUICIDE,COUNTRY,COM,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS30-49,,,,,7.6,7.6,,,,2021-07-16T09:31:22Z,2019,2019-01-01,2019-12-31
3884267,SDGSUICIDE,COUNTRY,CUB,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.9 [4.2-5.7],4.89085,4.17997,5.68237,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
3884427,SDGSUICIDE,COUNTRY,SUR,AMR,Americas,YEAR,2015,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,26.1 [19.1-34.2],26.12608,19.06486,34.15809,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
3884554,SDGSUICIDE,COUNTRY,TKM,EUR,Europe,YEAR,2012,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.4 [8.6-11.2],10.40322,8.61677,11.18389,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
3884686,SDGSUICIDE,COUNTRY,BHS,AMR,Americas,YEAR,2004,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.9 [0.7-1.1],0.91383,0.72538,1.12743,,2025-01-10T10:52:31Z,2004,2004-01-01,2004-12-31
3887621,SDGSUICIDE,COUNTRY,JPN,WPR,Western Pacific,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,11.6,11.62,,,,2021-07-06T14:15:02Z,2019,2019-01-01,2019-12-31
3887799,SDGSUICIDE,COUNTRY,ETH,AFR,Africa,YEAR,2000,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.0 [2.4-5.4],3.95121,2.38372,5.43359,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
3888083,SDGSUICIDE,REGION,SEAR,,,YEAR,2007,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,12.3 [9.3-14.4],12.28281,9.32917,14.35616,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
3888093,SDGSUICIDE,COUNTRY,BLR,EUR,Europe,YEAR,2014,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,23.6 [21.3-27.3],23.6081,21.34752,27.32326,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
3888181,SDGSUICIDE,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2009,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.8 [1.8-6.3],3.84778,1.76285,6.3302,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
3889005,SDGSUICIDE,COUNTRY,LVA,EUR,Europe,YEAR,2015,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,37.3 [33.3-42.4],37.32378,33.31709,42.41806,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
3889086,SDGSUICIDE,COUNTRY,STP,AFR,Africa,YEAR,2021,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.3 [0.7-2.1],1.28821,0.72451,2.11194,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
3889794,SDGSUICIDE,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2017,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.6 [5.5-7.3],6.57856,5.45724,7.27374,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
3889927,SDGSUICIDE,COUNTRY,BLR,EUR,Europe,YEAR,2016,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.7 [5.9-8.0],6.66505,5.9032,7.99419,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
3890260,SDGSUICIDE,COUNTRY,FIN,EUR,Europe,YEAR,2018,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.7 [6.6-8.8],7.67833,6.61654,8.81322,,2025-01-10T10:52:31Z,2018,2018-01-01,2018-12-31
3891991,SDGSUICIDE,COUNTRY,BDI,AFR,Africa,YEAR,2011,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.2 [4.2-11.9],7.20615,4.20125,11.93696,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
3892141,SDGSUICIDE,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2000,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.5 [2.3-7.1],4.51196,2.28069,7.14085,,2025-01-10T10:52:31Z,2000,2000-01-01,2000-12-31
3892236,SDGSUICIDE,REGION,WPR,,,YEAR,2016,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.6 [9.3-13.9],11.57758,9.29184,13.93468,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
3892336,SDGSUICIDE,COUNTRY,THA,SEAR,South-East Asia,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS65-74,,,,,11.7,11.69,,,,2021-07-06T14:15:51Z,2019,2019-01-01,2019-12-31
3892598,SDGSUICIDE,COUNTRY,ALB,EUR,Europe,YEAR,2011,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,6.1 [4.2-9.0],6.12591,4.15248,9.00979,,2025-01-10T10:52:31Z,2011,2011-01-01,2011-12-31
3894180,SDGSUICIDE,COUNTRY,LBN,EMR,Eastern Mediterranean,YEAR,2016,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.6 [0.4-0.9],0.57584,0.36758,0.8638,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
3894315,SDGSUICIDE,COUNTRY,CAN,AMR,Americas,YEAR,2001,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,19.6 [17.9-21.1],19.59196,17.90886,21.10544,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3895164,SDGSUICIDE,COUNTRY,NOR,EUR,Europe,YEAR,2017,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.9 [7.3-8.4],7.89327,7.30745,8.43031,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
3895167,SDGSUICIDE,COUNTRY,STP,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,2.8,2.76,,,,2021-07-06T14:15:29Z,2019,2019-01-01,2019-12-31
3895364,SDGSUICIDE,COUNTRY,CHL,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS55-64,,,,,12.3,12.29,,,,2021-07-06T14:15:16Z,2019,2019-01-01,2019-12-31
3895831,SDGSUICIDE,COUNTRY,LCA,AMR,Americas,YEAR,2017,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.1 [10.7-16.2],13.08959,10.65825,16.22972,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
3896574,SDGSUICIDE,COUNTRY,PRT,EUR,Europe,YEAR,2003,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.3 [4.6-6.1],5.32025,4.63022,6.09725,,2025-01-10T10:52:31Z,2003,2003-01-01,2003-12-31
3897349,SDGSUICIDE,COUNTRY,AUS,WPR,Western Pacific,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,12.1 [11.0-13.2],12.1038,10.96184,13.18745,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
3897417,SDGSUICIDE,COUNTRY,ECU,AMR,Americas,YEAR,2009,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,12.7 [10.8-14.9],12.71551,10.78737,14.87667,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
3899121,SDGSUICIDE,COUNTRY,VCT,AMR,Americas,YEAR,2021,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,0.0 [0.0-0.0],0,0,0,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
3899450,SDGSUICIDE,COUNTRY,HTI,AMR,Americas,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,77.7,77.72,,,,2021-07-06T14:16:19Z,2019,2019-01-01,2019-12-31
3899638,SDGSUICIDE,COUNTRY,LAO,WPR,Western Pacific,YEAR,2019,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS75-84,,,,,5.7,5.75,,,,2021-07-06T14:16:02Z,2019,2019-01-01,2019-12-31
3901479,SDGSUICIDE,COUNTRY,TCD,AFR,Africa,YEAR,2017,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.9 [1.5-4.5],2.8575,1.47545,4.53146,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
3901543,SDGSUICIDE,COUNTRY,HUN,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,116.3,116.34,,,,2021-07-06T14:16:19Z,2019,2019-01-01,2019-12-31
3903208,SDGSUICIDE,COUNTRY,PRT,EUR,Europe,YEAR,2001,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.9 [3.4-4.5],3.93805,3.4235,4.51182,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3903221,SDGSUICIDE,COUNTRY,DNK,EUR,Europe,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.1 [11.5-14.7],13.05614,11.52468,14.68485,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
3904320,SDGSUICIDE,REGION,AFR,,,YEAR,2001,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,10.5 [7.0-14.9],10.50944,7.03102,14.927,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3904555,SDGSUICIDE,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,15.9 [10.3-22.6],15.94353,10.28426,22.58807,,2025-01-10T10:52:31Z,2019,2019-01-01,2019-12-31
3905891,SDGSUICIDE,COUNTRY,MYS,WPR,Western Pacific,YEAR,2005,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.3 [3.2-5.8],4.27961,3.22858,5.75952,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
3906223,SDGSUICIDE,COUNTRY,MDG,AFR,Africa,YEAR,2017,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,8.3 [4.9-13.2],8.3497,4.93592,13.15527,,2025-01-10T10:52:31Z,2017,2017-01-01,2017-12-31
3907514,SDGSUICIDE,COUNTRY,LAO,WPR,Western Pacific,YEAR,2016,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.6 [2.7-7.5],4.63148,2.69621,7.46951,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
3907648,SDGSUICIDE,COUNTRY,MLT,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,9.9,9.88,,,,2021-07-06T14:16:23Z,2019,2019-01-01,2019-12-31
3908310,SDGSUICIDE,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2001,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.2 [2.1-4.8],3.17171,2.0698,4.75208,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3908430,SDGSUICIDE,COUNTRY,MDA,EUR,Europe,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS15-24,,,,,15,14.98,,,,2021-07-06T14:13:57Z,2019,2019-01-01,2019-12-31
3908443,SDGSUICIDE,COUNTRY,GUY,AMR,Americas,YEAR,2018,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,47.7 [35.3-62.8],47.6837,35.25754,62.80771,,2025-01-10T10:52:31Z,2018,2018-01-01,2018-12-31
3908477,SDGSUICIDE,COUNTRY,JOR,EMR,Eastern Mediterranean,YEAR,2001,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,2.1 [1.2-2.8],2.07182,1.18082,2.78277,,2025-01-10T10:52:31Z,2001,2001-01-01,2001-12-31
3910177,SDGSUICIDE,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2016,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.7 [2.8-8.0],4.70554,2.75518,7.98002,,2025-01-10T10:52:31Z,2016,2016-01-01,2016-12-31
3910201,SDGSUICIDE,COUNTRY,SLV,AMR,Americas,YEAR,2021,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.6 [5.2-11.1],7.6348,5.15358,11.06581,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
3910277,SDGSUICIDE,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2009,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.7 [1.7-7.7],3.69599,1.69299,7.70087,,2025-01-10T10:52:31Z,2009,2009-01-01,2009-12-31
3910295,SDGSUICIDE,COUNTRY,TUR,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS30-49,,,,,3.0,3.02,,,,2021-07-16T09:31:35Z,2019,2019-01-01,2019-12-31
3910857,SDGSUICIDE,COUNTRY,CYP,EUR,Europe,YEAR,2020,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,5.6 [3.6-7.3],5.63135,3.60611,7.31267,,2025-01-10T10:52:31Z,2020,2020-01-01,2020-12-31
3911100,SDGSUICIDE,COUNTRY,RWA,AFR,Africa,YEAR,2013,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,4.3 [2.5-7.6],4.34858,2.49919,7.58107,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
3912885,SDGSUICIDE,COUNTRY,BFA,AFR,Africa,YEAR,2021,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.0 [8.0-19.9],13.01923,8.026,19.93409,,2025-01-10T10:52:31Z,2021,2021-01-01,2021-12-31
3913226,SDGSUICIDE,COUNTRY,LCA,AMR,Americas,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS85PLUS,,,,,30.1,30.1,,,,2021-07-06T14:16:22Z,2019,2019-01-01,2019-12-31
3914316,SDGSUICIDE,COUNTRY,BRA,AMR,Americas,YEAR,2013,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,9.0 [8.6-9.5],8.98881,8.58556,9.51748,,2025-01-10T10:52:31Z,2013,2013-01-01,2013-12-31
3914508,SDGSUICIDE,COUNTRY,ESP,EUR,Europe,YEAR,2007,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.1 [10.0-12.2],11.14809,9.96675,12.22552,,2025-01-10T10:52:31Z,2007,2007-01-01,2007-12-31
3914514,SDGSUICIDE,COUNTRY,GNB,AFR,Africa,YEAR,2015,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.9 [2.1-6.0],3.89605,2.06299,6.01316,,2025-01-10T10:52:31Z,2015,2015-01-01,2015-12-31
3915916,SDGSUICIDE,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2014,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,1.2 [0.7-1.9],1.17466,0.67637,1.87098,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
3916367,SDGSUICIDE,COUNTRY,ISL,EUR,Europe,YEAR,2005,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARSALL,,,,,11.7 [10.0-13.7],11.74926,9.96343,13.69865,,2025-01-10T10:52:31Z,2005,2005-01-01,2005-12-31
3917576,SDGSUICIDE,COUNTRY,BRB,AMR,Americas,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS45-54,,,,,1.5,1.48,,,,2021-07-06T14:14:56Z,2019,2019-01-01,2019-12-31
3918152,SDGSUICIDE,COUNTRY,GAB,AFR,Africa,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS55-64,,,,,54,53.98,,,,2021-07-06T14:15:19Z,2019,2019-01-01,2019-12-31
3918741,SDGSUICIDE,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS75-84,,,,,10.3,10.27,,,,2021-07-06T14:16:07Z,2019,2019-01-01,2019-12-31
3919885,SDGSUICIDE,COUNTRY,CHE,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,13.3 [11.3-15.0],13.29749,11.31077,15.04538,,2025-01-10T10:52:31Z,2008,2008-01-01,2008-12-31
3920868,SDGSUICIDE,COUNTRY,PRY,AMR,Americas,YEAR,2012,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,7.0 [4.8-9.2],6.99911,4.79889,9.18083,,2025-01-10T10:52:31Z,2012,2012-01-01,2012-12-31
3921062,SDGSUICIDE,COUNTRY,ROU,EUR,Europe,YEAR,2014,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARSALL,,,,,3.3 [2.9-3.7],3.29951,2.86445,3.71855,,2025-01-10T10:52:31Z,2014,2014-01-01,2014-12-31
